order_datetime,item_name,category,qty,price
2022-04-14,Water,Drinks,4,1.0
2022-04-15,Cheese Fries,Starters,5,5.0
2022-04-15,Brownie,Desserts,1,6.0
2022-04-15,Beef Chili,Starters,4,7.0
2022-04-15,Pasta Alfredo,Main Dishes,2,12.0
2022-04-15,Beef Chili,Starters,3,7.0
2022-04-15,Lemonade,Drinks,4,3.0
2022-04-15,Grilled Vegetables,Side Dishes,2,5.0
2022-04-15,Steak,Main Dishes,5,20.0
2022-04-15,Coca Cola,Drinks,2,2.5
2022-04-15,Grilled Vegetables,Side Dishes,3,5.0
2022-04-15,Ice Cream,Desserts,2,5.0
2022-04-15,Chocolate Cake,Desserts,2,6.0
2022-04-15,Beef Chili,Starters,4,7.0
2022-04-15,Nachos Grande,Starters,5,10.0
2022-04-15,Cheesecake,Desserts,4,7.0
2022-04-15,Lemonade,Drinks,5,3.0
2022-04-15,Mashed Potatoes,Side Dishes,3,4.0
2022-04-15,French Fries,Starters,1,4.0
2022-04-15,Garlic Bread,Side Dishes,4,4.0
2022-04-15,Steak,Main Dishes,4,20.0
2022-04-16,Orange Juice,Drinks,4,3.0
2022-04-16,French Fries,Starters,4,4.0
2022-04-16,French Fries,Starters,2,4.0
2022-04-16,Grilled Chicken,Main Dishes,4,15.0
2022-04-16,French Fries,Starters,3,4.0
2022-04-16,Grilled Vegetables,Side Dishes,5,5.0
2022-04-16,Salmon,Main Dishes,3,18.0
2022-04-16,Mashed Potatoes,Side Dishes,1,4.0
2022-04-16,Grilled Vegetables,Side Dishes,3,5.0
2022-04-16,Coca Cola,Drinks,1,2.5
2022-04-16,Grilled Chicken,Main Dishes,2,15.0
2022-04-16,Orange Juice,Drinks,5,3.0
2022-04-16,Iced Tea,Drinks,4,2.5
2022-04-16,Vegetarian Platter,Main Dishes,5,14.0
2022-04-16,Chicken Melt,Starters,3,8.0
2022-04-16,Salmon,Main Dishes,1,18.0
2022-04-16,Iced Tea,Drinks,2,2.5
2022-04-16,Salmon,Main Dishes,2,18.0
2022-04-16,Side Salad,Side Dishes,3,3.0
2022-04-16,French Fries,Starters,2,4.0
2022-04-16,Onion Rings,Side Dishes,5,5.0
2022-04-16,Side Salad,Side Dishes,2,3.0
2022-04-16,Cheesecake,Desserts,4,7.0
2022-04-16,Grilled Vegetables,Side Dishes,4,5.0
2022-04-16,Brownie,Desserts,1,6.0
2022-04-16,French Fries,Starters,1,4.0
2022-04-16,Cheesecake,Desserts,4,7.0
2022-04-16,Ice Cream,Desserts,3,5.0
2022-04-16,Side Salad,Side Dishes,4,3.0
2022-04-16,Ice Cream,Desserts,2,5.0
2022-04-16,Cheese Fries,Starters,2,5.0
2022-04-16,Grilled Chicken,Main Dishes,5,15.0
2022-04-17,Grilled Chicken,Main Dishes,2,15.0
2022-04-17,Pasta Alfredo,Main Dishes,3,12.0
2022-04-17,Side Salad,Side Dishes,3,3.0
2022-04-17,Pasta Alfredo,Main Dishes,2,12.0
2022-04-17,Chicken Melt,Starters,5,8.0
2022-04-17,Mashed Potatoes,Side Dishes,2,4.0
2022-04-17,French Fries,Starters,1,4.0
2022-04-17,Garlic Bread,Side Dishes,3,4.0
2022-04-17,Cheesecake,Desserts,5,7.0
2022-04-17,Lemonade,Drinks,2,3.0
2022-04-17,Side Salad,Side Dishes,1,3.0
2022-04-17,Salmon,Main Dishes,5,18.0
2022-04-17,French Fries,Starters,4,4.0
2022-04-17,Pasta Alfredo,Main Dishes,2,12.0
2022-04-17,Ice Cream,Desserts,4,5.0
2022-04-17,Coca Cola,Drinks,3,2.5
2022-04-17,French Fries,Starters,3,4.0
2022-04-17,Cheese Fries,Starters,1,5.0
2022-04-17,French Fries,Starters,4,4.0
2022-04-17,Lemonade,Drinks,1,3.0
2022-04-17,Steak,Main Dishes,1,20.0
2022-04-18,Grilled Vegetables,Side Dishes,4,5.0
2022-04-18,Cheese Fries,Starters,3,5.0
2022-04-18,Orange Juice,Drinks,4,3.0
2022-04-18,Side Salad,Side Dishes,3,3.0
2022-04-18,Ice Cream,Desserts,1,5.0
2022-04-18,Water,Drinks,3,1.0
2022-04-18,Lemonade,Drinks,4,3.0
2022-04-18,Grilled Vegetables,Side Dishes,2,5.0
2022-04-18,Lemonade,Drinks,5,3.0
2022-04-18,Iced Tea,Drinks,1,2.5
2022-04-18,Chocolate Cake,Desserts,4,6.0
2022-04-18,Orange Juice,Drinks,3,3.0
2022-04-18,Orange Juice,Drinks,2,3.0
2022-04-18,Fruit Salad,Desserts,2,4.0
2022-04-18,Grilled Vegetables,Side Dishes,2,5.0
2022-04-18,Fruit Salad,Desserts,3,4.0
2022-04-18,Steak,Main Dishes,2,20.0
2022-04-18,Garlic Bread,Side Dishes,3,4.0
2022-04-18,Garlic Bread,Side Dishes,3,4.0
2022-04-18,Chocolate Cake,Desserts,1,6.0
2022-04-18,Grilled Chicken,Main Dishes,1,15.0
2022-04-18,Nachos Grande,Starters,2,10.0
2022-04-19,Beef Chili,Starters,4,7.0
2022-04-19,Steak,Main Dishes,2,20.0
2022-04-19,Orange Juice,Drinks,3,3.0
2022-04-19,Mashed Potatoes,Side Dishes,1,4.0
2022-04-19,Mashed Potatoes,Side Dishes,3,4.0
2022-04-19,Pasta Alfredo,Main Dishes,4,12.0
2022-04-19,Side Salad,Side Dishes,1,3.0
2022-04-19,Mashed Potatoes,Side Dishes,3,4.0
2022-04-19,Ice Cream,Desserts,1,5.0
2022-04-19,Cheese Fries,Starters,5,5.0
2022-04-19,Sweet Potato Fries,Starters,5,5.0
2022-04-19,Coca Cola,Drinks,1,2.5
2022-04-19,Fruit Salad,Desserts,4,4.0
2022-04-19,Pasta Alfredo,Main Dishes,5,12.0
2022-04-19,Garlic Bread,Side Dishes,2,4.0
2022-04-19,Pasta Alfredo,Main Dishes,2,12.0
2022-04-19,Steak,Main Dishes,2,20.0
2022-04-19,Fruit Salad,Desserts,3,4.0
2022-04-19,Chocolate Cake,Desserts,3,6.0
2022-04-19,Pasta Alfredo,Main Dishes,3,12.0
2022-04-19,Beef Chili,Starters,3,7.0
2022-04-20,Orange Juice,Drinks,2,3.0
2022-04-20,Ice Cream,Desserts,2,5.0
2022-04-20,Steak,Main Dishes,5,20.0
2022-04-20,Chicken Melt,Starters,1,8.0
2022-04-20,Chocolate Cake,Desserts,1,6.0
2022-04-20,Side Salad,Side Dishes,3,3.0
2022-04-20,Grilled Chicken,Main Dishes,4,15.0
2022-04-20,Mashed Potatoes,Side Dishes,4,4.0
2022-04-20,Garlic Bread,Side Dishes,2,4.0
2022-04-20,Lemonade,Drinks,1,3.0
2022-04-20,Chicken Melt,Starters,2,8.0
2022-04-20,Side Salad,Side Dishes,3,3.0
2022-04-20,Water,Drinks,4,1.0
2022-04-20,Chocolate Cake,Desserts,1,6.0
2022-04-20,Steak,Main Dishes,3,20.0
2022-04-20,Nachos Grande,Starters,1,10.0
2022-04-20,Chicken Melt,Starters,5,8.0
2022-04-20,Fruit Salad,Desserts,2,4.0
2022-04-20,Grilled Chicken,Main Dishes,2,15.0
2022-04-20,Lemonade,Drinks,4,3.0
2022-04-20,Mashed Potatoes,Side Dishes,3,4.0
2022-04-20,Mashed Potatoes,Side Dishes,4,4.0
2022-04-20,Pasta Alfredo,Main Dishes,5,12.0
2022-04-20,Sweet Potato Fries,Starters,5,5.0
2022-04-20,French Fries,Starters,5,4.0
2022-04-20,Onion Rings,Side Dishes,5,5.0
2022-04-21,Garlic Bread,Side Dishes,5,4.0
2022-04-21,Coca Cola,Drinks,4,2.5
2022-04-21,French Fries,Starters,1,4.0
2022-04-21,Cheesecake,Desserts,2,7.0
2022-04-21,Chicken Melt,Starters,4,8.0
2022-04-21,Mashed Potatoes,Side Dishes,5,4.0
2022-04-21,Chicken Melt,Starters,1,8.0
2022-04-21,Garlic Bread,Side Dishes,5,4.0
2022-04-21,Coca Cola,Drinks,3,2.5
2022-04-21,Mashed Potatoes,Side Dishes,5,4.0
2022-04-21,Grilled Vegetables,Side Dishes,1,5.0
2022-04-21,Lemonade,Drinks,4,3.0
2022-04-21,Water,Drinks,1,1.0
2022-04-21,Coca Cola,Drinks,1,2.5
2022-04-21,Nachos Grande,Starters,4,10.0
2022-04-21,Cheesecake,Desserts,5,7.0
2022-04-21,Beef Chili,Starters,4,7.0
2022-04-21,Ice Cream,Desserts,5,5.0
2022-04-22,Brownie,Desserts,4,6.0
2022-04-22,Cheese Fries,Starters,4,5.0
2022-04-22,Vegetarian Platter,Main Dishes,4,14.0
2022-04-22,Side Salad,Side Dishes,2,3.0
2022-04-22,Grilled Vegetables,Side Dishes,4,5.0
2022-04-22,Garlic Bread,Side Dishes,4,4.0
2022-04-22,Grilled Chicken,Main Dishes,1,15.0
2022-04-22,Grilled Chicken,Main Dishes,2,15.0
2022-04-22,Sweet Potato Fries,Starters,2,5.0
2022-04-22,French Fries,Starters,1,4.0
2022-04-22,Coca Cola,Drinks,4,2.5
2022-04-22,Cheese Fries,Starters,1,5.0
2022-04-22,Cheesecake,Desserts,4,7.0
2022-04-22,Vegetarian Platter,Main Dishes,5,14.0
2022-04-22,Chocolate Cake,Desserts,5,6.0
2022-04-22,Steak,Main Dishes,1,20.0
2022-04-22,Mashed Potatoes,Side Dishes,5,4.0
2022-04-22,Lemonade,Drinks,3,3.0
2022-04-22,Chicken Melt,Starters,1,8.0
2022-04-23,Orange Juice,Drinks,4,3.0
2022-04-23,Pasta Alfredo,Main Dishes,1,12.0
2022-04-23,Salmon,Main Dishes,4,18.0
2022-04-23,Coca Cola,Drinks,1,2.5
2022-04-23,Side Salad,Side Dishes,3,3.0
2022-04-23,Salmon,Main Dishes,3,18.0
2022-04-23,Garlic Bread,Side Dishes,4,4.0
2022-04-23,Mashed Potatoes,Side Dishes,3,4.0
2022-04-23,Coca Cola,Drinks,1,2.5
2022-04-23,Salmon,Main Dishes,2,18.0
2022-04-23,Vegetarian Platter,Main Dishes,2,14.0
2022-04-23,Nachos Grande,Starters,1,10.0
2022-04-23,Grilled Chicken,Main Dishes,5,15.0
2022-04-23,Chocolate Cake,Desserts,3,6.0
2022-04-23,Pasta Alfredo,Main Dishes,1,12.0
2022-04-23,Cheese Fries,Starters,4,5.0
2022-04-23,French Fries,Starters,3,4.0
2022-04-23,Pasta Alfredo,Main Dishes,3,12.0
2022-04-23,Grilled Chicken,Main Dishes,5,15.0
2022-04-23,Sweet Potato Fries,Starters,5,5.0
2022-04-23,French Fries,Starters,2,4.0
2022-04-24,Chocolate Cake,Desserts,4,6.0
2022-04-24,Steak,Main Dishes,1,20.0
2022-04-24,Steak,Main Dishes,5,20.0
2022-04-24,Cheesecake,Desserts,1,7.0
2022-04-24,Pasta Alfredo,Main Dishes,3,12.0
2022-04-24,Pasta Alfredo,Main Dishes,5,12.0
2022-04-24,Lemonade,Drinks,3,3.0
2022-04-24,Chicken Melt,Starters,1,8.0
2022-04-24,Chicken Melt,Starters,4,8.0
2022-04-24,Grilled Vegetables,Side Dishes,5,5.0
2022-04-24,Mashed Potatoes,Side Dishes,4,4.0
2022-04-24,Cheesecake,Desserts,1,7.0
2022-04-24,Grilled Chicken,Main Dishes,2,15.0
2022-04-24,Grilled Vegetables,Side Dishes,2,5.0
2022-04-24,Chocolate Cake,Desserts,1,6.0
2022-04-24,Vegetarian Platter,Main Dishes,5,14.0
2022-04-24,French Fries,Starters,5,4.0
2022-04-24,Ice Cream,Desserts,4,5.0
2022-04-24,Chicken Melt,Starters,1,8.0
2022-04-24,Beef Chili,Starters,3,7.0
2022-04-24,Grilled Chicken,Main Dishes,4,15.0
2022-04-24,Coca Cola,Drinks,4,2.5
2022-04-24,Lemonade,Drinks,3,3.0
2022-04-24,Pasta Alfredo,Main Dishes,4,12.0
2022-04-24,Brownie,Desserts,2,6.0
2022-04-24,Iced Tea,Drinks,3,2.5
2022-04-24,Nachos Grande,Starters,4,10.0
2022-04-24,Pasta Alfredo,Main Dishes,4,12.0
2022-04-24,Cheese Fries,Starters,1,5.0
2022-04-24,Grilled Vegetables,Side Dishes,1,5.0
2022-04-24,French Fries,Starters,1,4.0
2022-04-25,Ice Cream,Desserts,5,5.0
2022-04-25,Chicken Melt,Starters,5,8.0
2022-04-25,Mashed Potatoes,Side Dishes,2,4.0
2022-04-25,Cheese Fries,Starters,3,5.0
2022-04-25,Chocolate Cake,Desserts,1,6.0
2022-04-25,Grilled Chicken,Main Dishes,1,15.0
2022-04-25,Salmon,Main Dishes,3,18.0
2022-04-25,Lemonade,Drinks,2,3.0
2022-04-25,Water,Drinks,4,1.0
2022-04-25,Cheesecake,Desserts,3,7.0
2022-04-25,Coca Cola,Drinks,2,2.5
2022-04-25,Nachos Grande,Starters,4,10.0
2022-04-25,Side Salad,Side Dishes,5,3.0
2022-04-25,Mashed Potatoes,Side Dishes,3,4.0
2022-04-25,French Fries,Starters,3,4.0
2022-04-25,Water,Drinks,1,1.0
2022-04-25,Pasta Alfredo,Main Dishes,1,12.0
2022-04-25,Pasta Alfredo,Main Dishes,2,12.0
2022-04-25,Grilled Chicken,Main Dishes,1,15.0
2022-04-25,Grilled Chicken,Main Dishes,1,15.0
2022-04-25,Coca Cola,Drinks,1,2.5
2022-04-25,Side Salad,Side Dishes,5,3.0
2022-04-25,Side Salad,Side Dishes,3,3.0
2022-04-25,Cheese Fries,Starters,4,5.0
2022-04-25,Onion Rings,Side Dishes,2,5.0
2022-04-25,Sweet Potato Fries,Starters,1,5.0
2022-04-25,Grilled Vegetables,Side Dishes,1,5.0
2022-04-25,Chocolate Cake,Desserts,2,6.0
2022-04-25,Sweet Potato Fries,Starters,2,5.0
2022-04-26,French Fries,Starters,3,4.0
2022-04-26,Ice Cream,Desserts,1,5.0
2022-04-26,Sweet Potato Fries,Starters,2,5.0
2022-04-26,Onion Rings,Side Dishes,4,5.0
2022-04-26,Grilled Chicken,Main Dishes,4,15.0
2022-04-26,Garlic Bread,Side Dishes,5,4.0
2022-04-26,Coca Cola,Drinks,5,2.5
2022-04-26,Brownie,Desserts,1,6.0
2022-04-26,Steak,Main Dishes,5,20.0
2022-04-26,Grilled Vegetables,Side Dishes,4,5.0
2022-04-26,Brownie,Desserts,2,6.0
2022-04-26,Mashed Potatoes,Side Dishes,3,4.0
2022-04-26,Grilled Vegetables,Side Dishes,4,5.0
2022-04-26,Mashed Potatoes,Side Dishes,2,4.0
2022-04-26,Grilled Vegetables,Side Dishes,4,5.0
2022-04-26,Coca Cola,Drinks,2,2.5
2022-04-26,Pasta Alfredo,Main Dishes,3,12.0
2022-04-26,Nachos Grande,Starters,4,10.0
2022-04-26,Cheese Fries,Starters,1,5.0
2022-04-27,Grilled Vegetables,Side Dishes,2,5.0
2022-04-27,Salmon,Main Dishes,1,18.0
2022-04-27,Ice Cream,Desserts,5,5.0
2022-04-27,Vegetarian Platter,Main Dishes,4,14.0
2022-04-27,Chocolate Cake,Desserts,4,6.0
2022-04-27,Steak,Main Dishes,3,20.0
2022-04-27,Steak,Main Dishes,4,20.0
2022-04-27,Cheese Fries,Starters,2,5.0
2022-04-27,Pasta Alfredo,Main Dishes,3,12.0
2022-04-27,Ice Cream,Desserts,4,5.0
2022-04-27,Vegetarian Platter,Main Dishes,1,14.0
2022-04-27,Iced Tea,Drinks,5,2.5
2022-04-27,Orange Juice,Drinks,4,3.0
2022-04-27,Side Salad,Side Dishes,1,3.0
2022-04-27,Orange Juice,Drinks,3,3.0
2022-04-27,Water,Drinks,4,1.0
2022-04-27,Fruit Salad,Desserts,3,4.0
2022-04-27,Coca Cola,Drinks,5,2.5
2022-04-27,Chocolate Cake,Desserts,3,6.0
2022-04-28,Cheese Fries,Starters,5,5.0
2022-04-28,Cheese Fries,Starters,4,5.0
2022-04-28,Water,Drinks,5,1.0
2022-04-28,Water,Drinks,2,1.0
2022-04-28,Steak,Main Dishes,3,20.0
2022-04-28,Water,Drinks,3,1.0
2022-04-28,Beef Chili,Starters,5,7.0
2022-04-28,Beef Chili,Starters,5,7.0
2022-04-28,Pasta Alfredo,Main Dishes,4,12.0
2022-04-28,Iced Tea,Drinks,4,2.5
2022-04-28,Coca Cola,Drinks,5,2.5
2022-04-28,Mashed Potatoes,Side Dishes,4,4.0
2022-04-28,Water,Drinks,4,1.0
2022-04-28,Grilled Chicken,Main Dishes,3,15.0
2022-04-28,Pasta Alfredo,Main Dishes,4,12.0
2022-04-28,Grilled Vegetables,Side Dishes,5,5.0
2022-04-28,Lemonade,Drinks,3,3.0
2022-04-29,Mashed Potatoes,Side Dishes,5,4.0
2022-04-29,Brownie,Desserts,3,6.0
2022-04-29,Coca Cola,Drinks,3,2.5
2022-04-29,Mashed Potatoes,Side Dishes,4,4.0
2022-04-29,Garlic Bread,Side Dishes,3,4.0
2022-04-29,French Fries,Starters,3,4.0
2022-04-29,Ice Cream,Desserts,1,5.0
2022-04-29,Chocolate Cake,Desserts,3,6.0
2022-04-29,Pasta Alfredo,Main Dishes,2,12.0
2022-04-29,Brownie,Desserts,3,6.0
2022-04-29,Salmon,Main Dishes,2,18.0
2022-04-29,Fruit Salad,Desserts,2,4.0
2022-04-29,French Fries,Starters,3,4.0
2022-04-29,Side Salad,Side Dishes,2,3.0
2022-04-29,Grilled Vegetables,Side Dishes,5,5.0
2022-04-29,Ice Cream,Desserts,2,5.0
2022-04-29,Coca Cola,Drinks,3,2.5
2022-04-29,Cheese Fries,Starters,4,5.0
2022-04-29,Side Salad,Side Dishes,2,3.0
2022-04-29,Beef Chili,Starters,5,7.0
2022-04-29,Ice Cream,Desserts,3,5.0
2022-04-29,Pasta Alfredo,Main Dishes,1,12.0
2022-04-29,Coca Cola,Drinks,4,2.5
2022-04-29,Steak,Main Dishes,4,20.0
2022-04-29,Steak,Main Dishes,1,20.0
2022-04-29,Coca Cola,Drinks,1,2.5
2022-04-30,Chocolate Cake,Desserts,4,6.0
2022-04-30,Garlic Bread,Side Dishes,4,4.0
2022-04-30,Salmon,Main Dishes,1,18.0
2022-04-30,Beef Chili,Starters,5,7.0
2022-04-30,Chocolate Cake,Desserts,3,6.0
2022-04-30,Lemonade,Drinks,4,3.0
2022-04-30,French Fries,Starters,1,4.0
2022-04-30,Lemonade,Drinks,4,3.0
2022-04-30,Orange Juice,Drinks,2,3.0
2022-04-30,Brownie,Desserts,1,6.0
2022-04-30,Grilled Vegetables,Side Dishes,5,5.0
2022-04-30,Grilled Vegetables,Side Dishes,3,5.0
2022-04-30,Lemonade,Drinks,5,3.0
2022-04-30,Iced Tea,Drinks,1,2.5
2022-05-01,Water,Drinks,5,1.0
2022-05-01,Side Salad,Side Dishes,1,3.0
2022-05-01,Ice Cream,Desserts,4,5.0
2022-05-01,Mashed Potatoes,Side Dishes,3,4.0
2022-05-01,Beef Chili,Starters,3,7.0
2022-05-01,Grilled Chicken,Main Dishes,3,15.0
2022-05-01,Orange Juice,Drinks,4,3.0
2022-05-01,Mashed Potatoes,Side Dishes,1,4.0
2022-05-01,Nachos Grande,Starters,1,10.0
2022-05-01,Mashed Potatoes,Side Dishes,5,4.0
2022-05-01,Chocolate Cake,Desserts,2,6.0
2022-05-01,Ice Cream,Desserts,1,5.0
2022-05-01,Sweet Potato Fries,Starters,3,5.0
2022-05-02,Garlic Bread,Side Dishes,5,4.0
2022-05-02,Chocolate Cake,Desserts,1,6.0
2022-05-02,Water,Drinks,2,1.0
2022-05-02,Water,Drinks,5,1.0
2022-05-02,Grilled Chicken,Main Dishes,3,15.0
2022-05-02,Coca Cola,Drinks,3,2.5
2022-05-02,Mashed Potatoes,Side Dishes,4,4.0
2022-05-02,Mashed Potatoes,Side Dishes,3,4.0
2022-05-02,Coca Cola,Drinks,5,2.5
2022-05-02,Beef Chili,Starters,5,7.0
2022-05-02,French Fries,Starters,5,4.0
2022-05-02,Sweet Potato Fries,Starters,4,5.0
2022-05-02,Sweet Potato Fries,Starters,4,5.0
2022-05-02,Onion Rings,Side Dishes,5,5.0
2022-05-02,Mashed Potatoes,Side Dishes,1,4.0
2022-05-02,Cheesecake,Desserts,4,7.0
2022-05-02,Onion Rings,Side Dishes,3,5.0
2022-05-02,Coca Cola,Drinks,3,2.5
2022-05-02,Iced Tea,Drinks,4,2.5
2022-05-03,Cheese Fries,Starters,2,5.0
2022-05-03,Brownie,Desserts,1,6.0
2022-05-03,Garlic Bread,Side Dishes,1,4.0
2022-05-03,Water,Drinks,2,1.0
2022-05-03,Brownie,Desserts,4,6.0
2022-05-03,Sweet Potato Fries,Starters,1,5.0
2022-05-03,Sweet Potato Fries,Starters,4,5.0
2022-05-03,Sweet Potato Fries,Starters,2,5.0
2022-05-03,Brownie,Desserts,1,6.0
2022-05-03,Pasta Alfredo,Main Dishes,2,12.0
2022-05-03,Steak,Main Dishes,3,20.0
2022-05-03,Cheesecake,Desserts,3,7.0
2022-05-03,Pasta Alfredo,Main Dishes,4,12.0
2022-05-03,Onion Rings,Side Dishes,1,5.0
2022-05-03,Fruit Salad,Desserts,1,4.0
2022-05-03,Cheese Fries,Starters,5,5.0
2022-05-03,Coca Cola,Drinks,4,2.5
2022-05-03,Iced Tea,Drinks,2,2.5
2022-05-03,Cheese Fries,Starters,5,5.0
2022-05-03,French Fries,Starters,5,4.0
2022-05-03,Ice Cream,Desserts,5,5.0
2022-05-03,Chicken Melt,Starters,5,8.0
2022-05-03,Cheese Fries,Starters,4,5.0
2022-05-03,Cheese Fries,Starters,5,5.0
2022-05-04,Steak,Main Dishes,2,20.0
2022-05-04,Side Salad,Side Dishes,4,3.0
2022-05-04,Fruit Salad,Desserts,1,4.0
2022-05-04,Side Salad,Side Dishes,3,3.0
2022-05-04,Pasta Alfredo,Main Dishes,2,12.0
2022-05-04,Fruit Salad,Desserts,2,4.0
2022-05-04,Pasta Alfredo,Main Dishes,5,12.0
2022-05-04,Pasta Alfredo,Main Dishes,1,12.0
2022-05-04,Beef Chili,Starters,5,7.0
2022-05-04,French Fries,Starters,2,4.0
2022-05-04,Chocolate Cake,Desserts,5,6.0
2022-05-04,Water,Drinks,1,1.0
2022-05-04,Pasta Alfredo,Main Dishes,3,12.0
2022-05-04,Ice Cream,Desserts,4,5.0
2022-05-04,Chocolate Cake,Desserts,1,6.0
2022-05-04,Onion Rings,Side Dishes,2,5.0
2022-05-04,Pasta Alfredo,Main Dishes,2,12.0
2022-05-04,Chocolate Cake,Desserts,1,6.0
2022-05-04,Mashed Potatoes,Side Dishes,4,4.0
2022-05-05,Onion Rings,Side Dishes,4,5.0
2022-05-05,Pasta Alfredo,Main Dishes,2,12.0
2022-05-05,Cheese Fries,Starters,2,5.0
2022-05-05,Side Salad,Side Dishes,2,3.0
2022-05-05,Salmon,Main Dishes,2,18.0
2022-05-05,French Fries,Starters,1,4.0
2022-05-05,Iced Tea,Drinks,4,2.5
2022-05-05,Chicken Melt,Starters,1,8.0
2022-05-05,Orange Juice,Drinks,2,3.0
2022-05-05,Pasta Alfredo,Main Dishes,2,12.0
2022-05-05,Side Salad,Side Dishes,5,3.0
2022-05-05,Grilled Chicken,Main Dishes,2,15.0
2022-05-05,Side Salad,Side Dishes,1,3.0
2022-05-05,Beef Chili,Starters,4,7.0
2022-05-05,Chicken Melt,Starters,5,8.0
2022-05-05,Grilled Chicken,Main Dishes,5,15.0
2022-05-05,Pasta Alfredo,Main Dishes,3,12.0
2022-05-06,Sweet Potato Fries,Starters,2,5.0
2022-05-06,Coca Cola,Drinks,2,2.5
2022-05-06,Onion Rings,Side Dishes,3,5.0
2022-05-06,Ice Cream,Desserts,3,5.0
2022-05-06,Garlic Bread,Side Dishes,1,4.0
2022-05-06,Sweet Potato Fries,Starters,1,5.0
2022-05-06,Garlic Bread,Side Dishes,2,4.0
2022-05-06,Cheesecake,Desserts,3,7.0
2022-05-06,Pasta Alfredo,Main Dishes,1,12.0
2022-05-06,Mashed Potatoes,Side Dishes,2,4.0
2022-05-06,Grilled Vegetables,Side Dishes,5,5.0
2022-05-06,Lemonade,Drinks,5,3.0
2022-05-06,Side Salad,Side Dishes,1,3.0
2022-05-06,French Fries,Starters,4,4.0
2022-05-06,Water,Drinks,3,1.0
2022-05-06,Nachos Grande,Starters,4,10.0
2022-05-06,Mashed Potatoes,Side Dishes,1,4.0
2022-05-06,Iced Tea,Drinks,2,2.5
2022-05-06,Grilled Chicken,Main Dishes,5,15.0
2022-05-06,Iced Tea,Drinks,2,2.5
2022-05-06,Water,Drinks,3,1.0
2022-05-07,Onion Rings,Side Dishes,2,5.0
2022-05-07,Chocolate Cake,Desserts,1,6.0
2022-05-07,Chocolate Cake,Desserts,1,6.0
2022-05-07,Brownie,Desserts,2,6.0
2022-05-07,French Fries,Starters,5,4.0
2022-05-07,Mashed Potatoes,Side Dishes,5,4.0
2022-05-07,Pasta Alfredo,Main Dishes,1,12.0
2022-05-07,Onion Rings,Side Dishes,4,5.0
2022-05-07,Sweet Potato Fries,Starters,2,5.0
2022-05-07,Fruit Salad,Desserts,2,4.0
2022-05-07,Cheese Fries,Starters,5,5.0
2022-05-07,Iced Tea,Drinks,4,2.5
2022-05-07,French Fries,Starters,1,4.0
2022-05-07,Sweet Potato Fries,Starters,4,5.0
2022-05-07,Pasta Alfredo,Main Dishes,4,12.0
2022-05-07,Pasta Alfredo,Main Dishes,5,12.0
2022-05-07,Fruit Salad,Desserts,1,4.0
2022-05-07,Garlic Bread,Side Dishes,1,4.0
2022-05-07,Vegetarian Platter,Main Dishes,1,14.0
2022-05-07,Side Salad,Side Dishes,3,3.0
2022-05-07,Orange Juice,Drinks,3,3.0
2022-05-07,Cheese Fries,Starters,2,5.0
2022-05-07,Pasta Alfredo,Main Dishes,2,12.0
2022-05-08,Mashed Potatoes,Side Dishes,5,4.0
2022-05-08,Grilled Chicken,Main Dishes,3,15.0
2022-05-08,Sweet Potato Fries,Starters,5,5.0
2022-05-08,Nachos Grande,Starters,2,10.0
2022-05-08,Steak,Main Dishes,4,20.0
2022-05-08,Lemonade,Drinks,3,3.0
2022-05-08,Ice Cream,Desserts,3,5.0
2022-05-08,Coca Cola,Drinks,3,2.5
2022-05-08,Grilled Chicken,Main Dishes,5,15.0
2022-05-08,Nachos Grande,Starters,5,10.0
2022-05-08,Coca Cola,Drinks,2,2.5
2022-05-08,Cheesecake,Desserts,2,7.0
2022-05-08,Grilled Chicken,Main Dishes,3,15.0
2022-05-08,Coca Cola,Drinks,1,2.5
2022-05-08,Lemonade,Drinks,3,3.0
2022-05-08,Ice Cream,Desserts,5,5.0
2022-05-08,Orange Juice,Drinks,2,3.0
2022-05-08,Fruit Salad,Desserts,1,4.0
2022-05-08,Fruit Salad,Desserts,1,4.0
2022-05-09,Grilled Vegetables,Side Dishes,2,5.0
2022-05-09,Mashed Potatoes,Side Dishes,2,4.0
2022-05-09,Water,Drinks,5,1.0
2022-05-09,Cheese Fries,Starters,5,5.0
2022-05-09,Mashed Potatoes,Side Dishes,5,4.0
2022-05-09,Water,Drinks,4,1.0
2022-05-09,Onion Rings,Side Dishes,3,5.0
2022-05-09,Vegetarian Platter,Main Dishes,3,14.0
2022-05-09,Vegetarian Platter,Main Dishes,2,14.0
2022-05-09,Orange Juice,Drinks,2,3.0
2022-05-09,Grilled Vegetables,Side Dishes,1,5.0
2022-05-09,Onion Rings,Side Dishes,2,5.0
2022-05-09,Cheese Fries,Starters,3,5.0
2022-05-09,Cheesecake,Desserts,2,7.0
2022-05-09,Steak,Main Dishes,1,20.0
2022-05-09,Lemonade,Drinks,2,3.0
2022-05-09,Mashed Potatoes,Side Dishes,4,4.0
2022-05-09,Pasta Alfredo,Main Dishes,4,12.0
2022-05-09,Water,Drinks,3,1.0
2022-05-09,Steak,Main Dishes,5,20.0
2022-05-09,Cheese Fries,Starters,2,5.0
2022-05-09,Steak,Main Dishes,2,20.0
2022-05-10,Coca Cola,Drinks,5,2.5
