item_name,qty,order_datetime
Daily Special,4,2024-01-05 21:49:00
Coca Cola,3,2024-01-05 21:57:00
Caesar Salad,1,2024-01-06 02:17:00
Sparkling Water,1,2024-01-06 04:09:00
Soup of the Day,1,2024-01-06 06:34:00
Coca Cola,2,2024-01-05 22:11:00
Soup of the Day,1,invalid_date
Soup of the Day,1,2024-01-05 19:00:00
Garlic Mushrooms,1,2024-01-05 22:50:00
Soup of the Day,1,2024-01-05 21:20:00
Apple Juice,1,2024-01-05 18:16:00
Cheesecake,1,2024-01-05 20:47:00
Tea,1,2024-01-05 23:07:00
Soup of the Day,1,2024-01-06 03:30:00
Soup of the Day,1,2024-01-05 23:23:00
  Salmon  ,1,2024-01-06 00:06:00
Onion Rings,3,2024-01-05 23:14:00
Coca Cola,2,2024-01-06 05:02:00
Onion Rings,1,2024-01-06 03:58:00
  Salmon  ,1,2024-01-06 04:33:00
  Salmon  ,3,2024-01-05 22:41:00
Unknown Item 5,3,2024-01-06 05:03:00
Margherita Pizza,3,2024-01-06 07:54:00
Soup of the Day,2,2024-01-05 23:43:00
Onion Rings,1,2024-01-05 21:45:00
Margherita Pizza,1,2024-01-06 04:04:00
Mashed Potatoes,1,2024-01-06 04:20:00
Unknown Item 10,3,2024-01-06 02:04:00
Garlic Mushrooms,2,2024-01-05 21:39:00
Mashed Potatoes,2,2024-01-06 02:35:00
Caesar Salad,1,2024-01-06 03:24:00
Unknown Item 11,3,2024-01-06 07:33:00
Unknown Item 16,1,2024-01-05 22:32:00
Veggie Burger,1,2024-01-06 02:06:00
Apple Pie,1,2024-01-06 03:07:00
Chicken Burger,2,2024-01-06 04:41:00
  Salmon  ,1,invalid_date
  Salmon  ,3,2024-01-06 03:13:00
  Salmon  ,1,2024-01-05 23:56:00
Margherita Pizza,2,2024-01-05 21:21:00
Garlic Mushrooms,2,2024-01-06 04:25:00
Caesar Salad,1,2024-01-05 23:06:00
Chicken Wings,3,2024-01-05 22:20:00
Soup of the Day,2,2024-01-06 02:23:00
Unknown Item 14,2,2024-01-06 05:43:00
  Salmon  ,3,2024-01-06 04:04:00
Apple Pie,2,2024-01-05 20:05:00
Sparkling Water,1,2024-01-05 20:06:00
Caesar Salad,2,invalid_date
Coca Cola,1,2024-01-06 03:35:00
Unknown Item 0,1,2024-01-05 20:35:00
  Salmon  ,1,2024-01-06 02:42:00
Tea,2,2024-01-05 21:22:00
Soup of the Day,2,2024-01-06 04:48:00
Margherita Pizza,1,2024-01-05 23:58:00
Chicken Burger,2,2024-01-06 03:18:00
Tea,3,2024-01-06 02:22:00
Onion Ringss,1,2024-01-05 21:32:00
Soup of the Day,1,2024-01-05 21:42:00
Sparkling Water,2,2024-01-06 00:54:00
Coca Cola,1,invalid_date
Mashed Potatoes,2,2024-01-06 02:07:00
Sparkling Water,1,2024-01-06 03:36:00
Coca Cola,1,invalid_date
Unknown Item 17,2,2024-01-06 04:49:00
Margherita Pizza,2,2024-01-06 03:39:00
Unknown Item 17,3,2024-01-06 03:35:00
Apple Juice,3,2024-01-05 19:59:00
Veggie Burger,2,invalid_date
Cheesecake,2,2024-01-05 22:11:00
Unknown Item 5,1,2024-01-05 22:48:00
Unknown Item 17,2,2024-01-05 22:21:00
Onion Rings,1,2024-01-05 22:11:00
Apple Juice,3,invalid_date
Tiramisu,1,2024-01-06 02:04:00
  Salmon  ,2,2024-01-05 21:40:00
  Salmon  ,1,2024-01-06 06:05:00
Cheesecake,2,2024-01-06 03:13:00
Chicken Burger,3,2024-01-06 23:21:00
  Salmon  ,1,2024-01-06 21:19:00
  Salmon  ,3,2024-01-07 03:49:00
Soup of the Day,1,2024-01-07 05:38:00
Margherita Pizza,2,2024-01-06 20:03:00
  Salmon  ,3,2024-01-06 21:48:00
  Salmon  ,1,2024-01-07 02:43:00
Unknown Item 0,4,invalid_date
Onion Rings,1,2024-01-07 02:31:00
Garlic Mushrooms,1,2024-01-07 02:26:00
Hummus Plate,3,2024-01-06 22:48:00
Apple Juice,1,2024-01-07 00:22:00
  Salmon  ,4,2024-01-06 23:18:00
Mashed Potatoes,4,2024-01-07 03:37:00
Unknown Item 13,1,2024-01-07 00:42:00
Soup of the Day,2,invalid_date
Mashed Potatoes,1,2024-01-06 22:38:00
Unknown Item 2,1,2024-01-06 20:13:00
Sparkling Water,1,2024-01-06 22:13:00
Chicken Wings,1,2024-01-07 03:48:00
Margherita Pizza,1,2024-01-06 22:20:00
Onion Rings,1,2024-01-06 21:31:00
  Salmon  ,4,invalid_date
Mashed Potatoes,3,2024-01-06 21:34:00
Caesar Salad,2,2024-01-07 03:32:00
  Salmon  ,2,2024-01-07 02:42:00
Chicken Burger,3,2024-01-07 03:04:00
  Salmon  ,1,2024-01-06 23:47:00
Apple Pie,2,2024-01-06 19:01:00
  Salmon  ,4,2024-01-06 23:04:00
Daily Special,1,2024-01-07 04:36:00
Unknown Item 15,2,2024-01-06 23:25:00
  Salmon  ,3,2024-01-07 03:26:00
Sparkling Water,3,invalid_date
Soup of the Day,2,2024-01-06 19:20:00
Unknown Item 14,1,2024-01-06 21:39:00
Unknown Item 9,1,invalid_date
Onion Rings,1,2024-01-07 04:05:00
Apple Pie,2,2024-01-06 23:06:00
Coca Cola,1,2024-01-06 21:37:00
Soup of the Day,3,invalid_date
Veggie Burger,1,2024-01-06 22:19:00
Unknown Item 1,1,2024-01-07 03:14:00
  Salmon  ,1,2024-01-06 22:10:00
Veggie Burger,2,2024-01-06 20:40:00
Tiramisu,1,invalid_date
Tea,1,2024-01-06 21:49:00
Unknown Item 4,1,2024-01-06 22:46:00
Caesar Salad,1,2024-01-07 05:41:00
Unknown Item 3,1,2024-01-07 03:15:00
Onion Rings,3,2024-01-06 21:16:00
Apple Pie,2,2024-01-06 21:38:00
Caesar Salad,1,2024-01-06 21:48:00
Tea,3,2024-01-07 02:11:00
Sparkling Water,4,2024-01-07 05:40:00
Soup of the Day,2,2024-01-07 00:48:00
Chocolate Cake,2,2024-01-07 02:37:00
Sparkling Water,3,2024-01-06 23:59:00
Chicken Burger,4,2024-01-07 04:41:00
Caesar Salad,2,2024-01-07 02:39:00
Caesar Salad,1,2024-01-06 22:40:00
Unknown Item 19,2,2024-01-06 22:28:00
Coca Cola,2,2024-01-06 20:28:00
Tea,1,2024-01-07 02:50:00
Caesar Salad,1,2024-01-06 22:03:00
Margherita Pizza,3,2024-01-06 22:04:00
Hummus Plate,2,2024-01-06 22:28:00
Hummus Plate,1,2024-01-06 19:23:00
Coca Cola,2,2024-01-07 04:04:00
Veggie Burger,1,2024-01-07 02:54:00
Unknown Item 10,1,2024-01-06 20:38:00
Margherita Pizza,2,2024-01-07 00:29:00
Unknown Item 18,1,invalid_date
Chicken Burger,1,2024-01-07 03:02:00
Mashed Potatoes,4,2024-01-06 23:51:00
Margherita Pizza,1,2024-01-07 02:12:00
Sparkling Water,1,2024-01-06 22:30:00
Unknown Item 0,4,2024-01-07 00:03:00
Caesar Salad,2,2024-01-06 23:51:00
  Salmon  ,2,2024-01-07 04:21:00
Coca Cola,3,2024-01-07 06:05:00
Tea,1,invalid_date
  Salmon  ,2,invalid_date
Unknown Item 11,2,2024-01-06 23:28:00
Tea,3,2024-01-07 00:39:00
Cheesecake,2,2024-01-06 21:23:00
Soup of the Day,2,2024-01-07 04:24:00
Tea,1,invalid_date
Margherita Pizza,1,2024-01-07 03:03:00
Cheesecake,2,2024-01-07 03:41:00
Hummus Plate,2,invalid_date
Soup of the Day,2,2024-01-06 20:43:00
Veggie Burger,1,2024-01-06 22:16:00
Sparkling Water,2,2024-01-07 03:42:00
Veggie Burger,2,invalid_date
Margherita Pizza,3,2024-01-07 04:21:00
Margherita Pizza,2,2024-01-06 20:42:00
  Salmon  ,3,2024-01-06 21:22:00
Soup of the Day,3,2024-01-06 22:41:00
  Salmon  ,2,2024-01-07 03:25:00
  Salmon  ,2,invalid_date
Coca Cola,3,2024-01-07 04:19:00
  Salmon  ,2,2024-01-07 02:41:00
Hummus Plate,3,invalid_date
Veggie Burger,2,2024-01-06 21:44:00
Veggie Burger,2,2024-01-07 04:47:00
  Salmon  ,1,2024-01-07 07:58:00
  Salmon  ,1,2024-01-07 01:41:00
Sparkling Water,4,2024-01-07 02:32:00
Unknown Item 4,2,2024-01-06 22:23:00
Unknown Item 5,2,2024-01-06 22:13:00
Tiramisu,3,2024-01-06 22:49:00
Chicken Burger,2,2024-01-07 00:14:00
Coca Cola,2,2024-01-07 07:09:00
Cheesecake,2,2024-01-06 20:54:00
Veggie Burger,2,2024-01-07 03:32:00
Unknown Item 8,1,2024-01-07 03:53:00
  Salmon  ,1,2024-01-07 03:33:00
Unknown Item 10,1,2024-01-06 19:21:00
  Salmon  ,1,2024-01-07 04:39:00
  Salmon  ,2,2024-01-06 21:24:00
Mashed Potatoes,1,2024-01-06 21:11:00
Caesar Salad,1,2024-01-07 04:49:00
Veggie Burgers,1,2024-01-07 02:57:00
Unknown Item 9,1,2024-01-06 21:28:00
Mashed Potatoes,2,2024-01-06 19:23:00
Veggie Burger,3,invalid_date
Apple Juice,2,2024-01-07 05:39:00
  Salmon  ,1,2024-01-06 22:47:00
Unknown Item 0,1,2024-01-07 03:14:00
Unknown Item 13,1,invalid_date
Unknown Item 9,2,2024-01-07 05:50:00
Coca Cola,1,2024-01-06 23:53:00
  Salmon  ,2,2024-01-06 21:43:00
  Salmon  ,1,2024-01-07 05:28:00
Margherita Pizza,3,2024-01-06 23:18:00
Margherita Pizza,1,2024-01-07 03:32:00
  Salmon  ,1,2024-01-07 01:10:00
Apple Pie,3,2024-01-08 03:08:00
Veggie Burger,1,invalid_date
  Salmon  s,1,2024-01-08 02:55:00
Apple Juice,2,2024-01-07 22:59:00
  Salmon  ,2,2024-01-07 21:54:00
Unknown Item 16,2,2024-01-08 00:07:00
Sparkling Water,1,2024-01-07 22:48:00
Soup of the Day,1,2024-01-07 21:28:00
Apple Pie,1,2024-01-08 04:09:00
Sparkling Water,1,2024-01-08 04:05:00
Soup of the Day,3,2024-01-08 05:14:00
Tea,2,2024-01-08 03:56:00
Chicken Wings,1,2024-01-07 22:01:00
  Salmon  ,2,2024-01-07 23:25:00
Veggie Burger,1,2024-01-08 00:15:00
Caesar Salad,3,invalid_date
Tiramisu,1,2024-01-07 22:01:00
Mashed Potatoes,1,2024-01-07 22:06:00
Unknown Item 10,2,2024-01-08 04:41:00
Caesar Salad,2,2024-01-07 22:09:00
Unknown Item 17,2,2024-01-07 21:18:00
Chocolate Cake,1,invalid_date
Garlic Mushrooms,1,invalid_date
Tea,1,2024-01-08 03:30:00
Tiramisu,1,2024-01-07 23:00:00
Veggie Burger,3,2024-01-08 04:01:00
Coca Cola,1,2024-01-07 22:53:00
Chicken Burger,1,2024-01-07 21:46:00
Unknown Item 4,2,2024-01-08 02:27:00
Coca Cola,1,2024-01-07 21:18:00
Veggie Burger,2,invalid_date
Unknown Item 3,3,2024-01-07 19:26:00
Chicken Burger,1,2024-01-08 02:39:00
Coca Cola,3,2024-01-07 23:07:00
Margherita Pizza,2,2024-01-08 04:31:00
Unknown Item 2,1,2024-01-08 02:01:00
Sparkling Water,1,2024-01-08 02:36:00
Caesar Salad,1,2024-01-07 21:09:00
  Salmon  ,2,2024-01-07 22:00:00
Soup of the Day,2,2024-01-08 02:15:00
  Salmon  ,3,2024-01-08 02:11:00
Unknown Item 3,4,2024-01-08 02:05:00
  Salmon  ,2,2024-01-08 00:23:00
  Salmon  ,2,2024-01-07 20:33:00
Mashed Potatoes,1,2024-01-08 01:50:00
Garlic Mushrooms,2,2024-01-08 06:35:00
  Salmon  ,1,2024-01-07 19:55:00
Margherita Pizza,2,2024-01-07 23:40:00
Chocolate Cake,1,2024-01-07 22:23:00
  Salmon  ,1,2024-01-07 22:01:00
Caesar Salad,1,2024-01-07 22:04:00
Unknown Item 0,1,2024-01-07 22:46:00
Garlic Mushrooms,2,2024-01-08 02:06:00
French Fries,1,2024-01-08 03:47:00
Coca Cola,2,2024-01-08 03:08:00
  Salmon  ,1,2024-01-07 19:34:00
Sparkling Water,2,2024-01-07 22:41:00
  Salmon  ,1,2024-01-07 21:49:00
Soup of the Day,1,2024-01-08 03:44:00
  Salmon  ,2,2024-01-08 00:11:00
  Salmon  ,1,2024-01-08 03:04:00
Onion Rings,1,2024-01-08 03:29:00
Caesar Salad,1,2024-01-07 19:12:00
Chicken Wings,1,2024-01-07 19:12:00
Margherita Pizza,2,invalid_date
Margherita Pizza,1,2024-01-08 04:32:00
Mashed Potatoes,2,invalid_date
Margherita Pizza,3,2024-01-08 01:16:00
Tiramisu,1,2024-01-07 19:41:00
  Salmon  ,4,2024-01-07 21:22:00
  Salmon  ,2,2024-01-08 04:03:00
Coca Cola,2,2024-01-08 04:21:00
  Salmon  ,2,2024-01-07 22:51:00
Sparkling Water,2,2024-01-07 22:56:00
  Salmon  ,2,2024-01-07 23:28:00
Chicken Burger,1,2024-01-08 04:24:00
Soup of the Day,1,2024-01-07 22:11:00
Hummus Plate,1,2024-01-08 00:31:00
Unknown Item 13,1,invalid_date
Sparkling Water,1,2024-01-08 00:51:00
Caesar Salad,1,2024-01-07 20:27:00
Coca Cola,1,2024-01-07 20:38:00
  Salmon  ,2,2024-01-08 07:11:00
Tea,3,invalid_date
Unknown Item 12,3,2024-01-07 21:20:00
Apple Pie,1,2024-01-08 02:19:00
Soup of the Day,2,2024-01-07 23:45:00
  Salmon  ,3,2024-01-07 23:44:00
Soup of the Day,1,2024-01-07 23:28:00
Caesar Salad,1,2024-01-07 19:55:00
  Salmon  ,3,2024-01-08 04:39:00
Veggie Burger,2,2024-01-08 07:17:00
  Salmon  ,1,invalid_date
Hummus Plate,1,2024-01-08 05:04:00
Coca Cola,1,2024-01-08 02:25:00
Unknown Item 8,3,2024-01-07 22:51:00
Soup of the Day,2,2024-01-08 03:10:00
Hummus Plate,1,2024-01-08 05:09:00
Tiramisu,1,2024-01-08 04:43:00
  Salmon  ,2,2024-01-08 03:02:00
Unknown Item 19,2,2024-01-07 21:15:00
Chicken Burger,1,2024-01-08 03:23:00
  Salmon  ,3,2024-01-07 22:36:00
Garlic Mushrooms,1,2024-01-07 19:09:00
Old Menu Item,1,2024-01-08 03:23:00
  Salmon  ,2,2024-01-07 22:48:00
Caesar Salad,1,2024-01-07 20:08:00
Caesar Salad,3,2024-01-08 01:25:00
Soup of the Day,2,2024-01-07 22:17:00
Soup of the Day,2,2024-01-07 22:07:00
Soup of the Day,1,2024-01-07 19:11:00
Caesar Salad,1,2024-01-08 00:24:00
Veggie Burger,1,2024-01-08 04:07:00
Sparkling Water,2,2024-01-07 22:16:00
Soup of the Day,2,2024-01-08 03:13:00
Sparkling Water,3,2024-01-08 07:18:00
Garlic Mushrooms,2,invalid_date
  Salmon  ,3,2024-01-07 21:08:00
Caesar Salad,2,invalid_date
Soup of the Day,1,2024-01-07 21:45:00
Unknown Item 12,1,2024-01-07 23:05:00
Chocolate Cake,2,2024-01-08 03:54:00
Mashed Potatoes,1,2024-01-08 06:42:00
Unknown Item 7,1,2024-01-07 22:04:00
Chocolate Cake,2,2024-01-08 01:18:00
Unknown Item 6,3,2024-01-08 04:54:00
Unknown Item 13,1,2024-01-09 03:59:00
Unknown Item 15,2,invalid_date
Garlic Mushrooms,-3,2024-01-09 03:32:00
Soup of the Day,1,2024-01-08 21:12:00
French Fries,1,2024-01-09 03:15:00
Soup of the Day,1,2024-01-09 03:01:00
Cheesecake,2,2024-01-08 22:36:00
Soup of the Day,2,2024-01-08 22:51:00
Unknown Item 3,3,2024-01-09 06:08:00
Unknown Item 14,-2,2024-01-09 02:05:00
Veggie Burger,1,2024-01-08 20:25:00
Caesar Salad,1,2024-01-09 07:46:00
Onion Rings,2,2024-01-09 00:26:00
Margherita Pizza,1,2024-01-09 03:52:00
Unknown Item 10,1,invalid_date
  Salmon  ,1,2024-01-09 06:41:00
Sparkling Water,1,2024-01-08 20:29:00
Unknown Item 15,1,2024-01-09 03:22:00
Soup of the Day,1,2024-01-08 21:53:00
  Salmon  ,1,2024-01-09 03:40:00
  Salmon  ,1,2024-01-09 02:49:00
Chocolate Cake,2,2024-01-09 05:27:00
Chocolate Cake,3,2024-01-09 00:55:00
Chicken Burger,1,2024-01-08 20:07:00
  Salmon  ,2,2024-01-09 00:19:00
  Salmon  ,1,2024-01-08 21:20:00
Apple Juice,2,2024-01-09 04:14:00
  Salmon  ,3,2024-01-08 22:33:00
  Salmon  ,2,2024-01-09 04:54:00
  Salmon  ,3,2024-01-08 20:12:00
  Salmon  ,1,2024-01-09 02:35:00
Sparkling Water,1,2024-01-08 22:40:00
  Salmon  ,3,2024-01-08 22:34:00
French Fries,1,2024-01-08 20:41:00
Mashed Potatoes,1,2024-01-08 21:37:00
  Salmon  ,2,2024-01-08 21:42:00
  Salmon  ,3,2024-01-09 02:57:00
Apple Juice,3,invalid_date
Unknown Item 18,1,2024-01-09 04:02:00
  Salmon  ,3,2024-01-09 04:01:00
Soup of the Day,1,invalid_date
Soup of the Day,1,invalid_date
Unknown Item 18,2,2024-01-09 02:49:00
Chicken Burger,1,2024-01-09 02:39:00
Tea,1,2024-01-09 02:31:00
Caesar Salad,-2,2024-01-09 04:34:00
Soup of the Day,1,2024-01-08 22:19:00
Soup of the Day,1,2024-01-09 00:51:00
Caesar Salad,1,2024-01-09 03:25:00
Soup of the Day,1,2024-01-08 22:04:00
Unknown Item 9,1,2024-01-09 03:10:00
Cheesecake,2,2024-01-08 23:30:00
Veggie Burger,2,2024-01-08 23:21:00
  Salmon  ,1,2024-01-09 02:20:00
Caesar Salad,3,2024-01-09 04:20:00
Unknown Item 2,1,2024-01-09 03:55:00
  Salmon  ,1,invalid_date
Mashed Potatoes,3,2024-01-08 21:23:00
Soup of the Day,-1,2024-01-09 00:06:00
Old Menu Item,4,2024-01-08 22:29:00
Veggie Burger,1,invalid_date
Coca Cola,2,2024-01-08 22:06:00
Unknown Item 12,1,2024-01-08 20:24:00
Cheesecake,1,2024-01-09 04:26:00
Unknown Item 4,1,2024-01-08 22:55:00
Apple Juice,2,2024-01-09 04:52:00
Soup of the Day,2,2024-01-08 22:36:00
Caesar Salad,3,2024-01-09 03:12:00
  Salmon  ,1,invalid_date
Unknown Item 19,1,2024-01-09 07:29:00
Soup of the Day,1,2024-01-09 00:19:00
Unknown Item 5,2,2024-01-09 00:05:00
Margherita Pizza,3,2024-01-09 05:32:00
Cheesecake,1,2024-01-08 23:15:00
Unknown Item 9,2,2024-01-08 21:22:00
Apple Juice,1,2024-01-08 19:18:00
Apple Pie,2,2024-01-09 00:56:00
Apple Juice,3,2024-01-09 04:43:00
Soup of the Day,1,2024-01-08 23:34:00
Unknown Item 15,1,invalid_date
Soup of the Day,4,2024-01-08 23:56:00
  Salmon  ,3,2024-01-08 22:23:00
Unknown Item 4,2,2024-01-09 03:23:00
Unknown Item 3,2,2024-01-08 19:03:00
Coca Cola,1,2024-01-09 02:12:00
Caesar Salad,2,2024-01-08 22:18:00
Soup of the Day,3,invalid_date
Chicken Burger,2,2024-01-08 23:35:00
Soup of the Day,1,2024-01-08 22:39:00
Soup of the Day,1,invalid_date
Coca Cola,1,2024-01-08 21:06:00
Unknown Item 19,1,2024-01-08 22:50:00
Tiramisu,1,2024-01-09 06:35:00
Margherita Pizza,1,2024-01-09 04:48:00
  Salmon  ,1,2024-01-08 21:38:00
Apple Pie,1,2024-01-09 00:32:00
  Salmon  ,2,invalid_date
Margherita Pizza,1,2024-01-08 21:21:00
Unknown Item 6,1,2024-01-09 03:33:00
Unknown Item 1,1,2024-01-08 23:38:00
Unknown Item 4,1,2024-01-09 04:08:00
Unknown Item 3,2,2024-01-08 22:39:00
  Salmon  ,1,2024-01-08 22:25:00
Tiramisu,2,invalid_date
Daily Special,3,2024-01-09 04:37:00
Unknown Item 12,2,2024-01-08 22:53:00
Apple Juice,2,2024-01-09 00:31:00
Coca Cola,3,2024-01-09 03:19:00
  Salmon  ,2,2024-01-08 23:01:00
Chicken Burger,1,2024-01-08 22:43:00
Veggie Burger,1,2024-01-08 21:26:00
Unknown Item 18,3,2024-01-09 02:50:00
Soup of the Day,1,2024-01-09 04:55:00
Unknown Item 9,1,2024-01-09 03:01:00
Soup of the Day,2,2024-01-09 02:16:00
Veggie Burger,3,2024-01-09 05:50:00
Tea,1,2024-01-09 06:37:00
Mashed Potatoes,2,2024-01-09 02:46:00
Veggie Burger,1,2024-01-08 20:30:00
Unknown Item 15,2,2024-01-08 21:40:00
Soup of the Day,1,2024-01-09 03:49:00
Garlic Mushrooms,1,2024-01-09 04:09:00
Soup of the Day,3,2024-01-09 03:15:00
Unknown Item 7,1,2024-01-08 19:44:00
Soup of the Day,2,2024-01-09 21:28:00
Caesar Salads,1,2024-01-09 22:09:00
Unknown Item 1,1,2024-01-09 23:13:00
Soup of the Day,2,2024-01-09 23:49:00
Soup of the Day,1,2024-01-10 02:30:00
Apple Juice,1,2024-01-10 04:47:00
Unknown Item 12,1,2024-01-10 03:45:00
Apple Juice,2,2024-01-09 21:13:00
  Salmon  ,3,2024-01-10 02:42:00
French Fries,4,2024-01-10 00:24:00
  Salmon  ,1,2024-01-09 22:11:00
Coca Cola,1,invalid_date
Mashed Potatoes,1,invalid_date
  Salmon  ,3,2024-01-10 03:55:00
Coca Cola,1,2024-01-10 03:41:00
Margherita Pizza,4,2024-01-10 03:16:00
Hummus Plate,1,2024-01-10 02:12:00
Hummus Plate,4,2024-01-10 05:17:00
Veggie Burger,3,2024-01-10 02:14:00
Margherita Pizza,3,2024-01-10 05:19:00
Tea,1,2024-01-10 03:45:00
Caesar Salad,1,2024-01-09 21:45:00
Garlic Mushrooms,1,2024-01-10 00:30:00
Hummus Plate,1,2024-01-09 22:59:00
Apple Juice,1,2024-01-10 04:46:00
Soup of the Day,2,2024-01-09 22:07:00
Unknown Item 18,1,2024-01-10 02:34:00
Apple Juice,2,invalid_date
Unknown Item 8,2,invalid_date
Coca Cola,1,2024-01-10 03:18:00
Margherita Pizza,4,2024-01-09 19:45:00
Unknown Item 19,1,invalid_date
Soup of the Day,1,invalid_date
Unknown Item 18,1,2024-01-10 03:13:00
Mashed Potatoes,3,2024-01-09 21:34:00
Margherita Pizza,1,invalid_date
Margherita Pizza,1,2024-01-10 03:08:00
Caesar Salad,2,2024-01-09 21:47:00
Veggie Burger,1,2024-01-10 02:15:00
  Salmon  ,2,2024-01-09 20:57:00
Caesar Salad,3,2024-01-10 01:40:00
Chicken Burger,4,2024-01-09 21:06:00
Soup of the Day,1,2024-01-09 23:45:00
Sparkling Water,1,2024-01-09 23:43:00
Caesar Salad,1,2024-01-10 03:00:00
Veggie Burger,1,invalid_date
Unknown Item 5,1,2024-01-09 21:41:00
  Salmon  ,1,invalid_date
Coca Cola,4,2024-01-10 00:41:00
  Salmon  ,3,2024-01-09 21:18:00
Hummus Plate,1,2024-01-09 22:41:00
Seasonal Special,1,2024-01-09 20:49:00
Sparkling Water,1,2024-01-09 20:36:00
Hummus Plate,1,invalid_date
Sparkling Water,2,2024-01-10 03:59:00
Tea,2,2024-01-09 19:58:00
Hummus Plate,3,2024-01-09 21:56:00
Sparkling Water,2,2024-01-10 04:59:00
Garlic Mushrooms,2,invalid_date
Unknown Item 9,2,2024-01-09 23:31:00
Soup of the Day,1,invalid_date
Caesar Salad,2,invalid_date
Coca Cola,1,2024-01-09 22:02:00
Unknown Item 12,1,2024-01-09 18:36:00
French Fries,1,2024-01-10 02:59:00
  Salmon  ,1,2024-01-10 06:18:00
Chocolate Cake,3,2024-01-09 23:41:00
Unknown Item 4,1,2024-01-10 01:31:00
Unknown Item 3,1,2024-01-10 04:08:00
Soup of the Day,1,2024-01-10 04:29:00
Coca Cola,2,2024-01-09 22:51:00
Chicken Burger,1,2024-01-09 21:10:00
Unknown Item 17,4,2024-01-10 03:41:00
Margherita Pizza,3,2024-01-09 22:11:00
Soup of the Day,2,2024-01-09 18:21:00
Hummus Plate,2,2024-01-10 03:36:00
  Salmon  ,1,2024-01-10 03:12:00
Tea,1,invalid_date
Caesar Salad,2,2024-01-10 02:25:00
Coca Cola,1,2024-01-10 04:32:00
  Salmon  ,1,2024-01-09 22:25:00
Coca Cola,2,2024-01-10 02:11:00
Veggie Burger,1,2024-01-10 06:30:00
Coca Cola,3,2024-01-09 22:15:00
Unknown Item 2,1,2024-01-09 18:24:00
Margherita Pizza,2,2024-01-09 21:48:00
Unknown Item 7,2,2024-01-09 22:21:00
Coca Cola,2,2024-01-09 22:46:00
Unknown Item 9,1,2024-01-10 02:16:00
Soup of the Day,2,2024-01-10 02:44:00
Onion Rings,3,2024-01-09 21:42:00
Apple Juice,1,2024-01-09 21:19:00
Coca Cola,1,2024-01-09 21:43:00
Soup of the Day,2,invalid_date
Mashed Potatoes,2,2024-01-10 04:49:00
  Salmon  ,1,2024-01-09 22:07:00
Veggie Burger,3,2024-01-10 02:18:00
Unknown Item 17,1,2024-01-09 22:14:00
Onion Rings,1,2024-01-09 21:08:00
Mashed Potatoes,2,2024-01-10 00:29:00
Margherita Pizza,2,2024-01-10 03:38:00
Coca Cola,3,2024-01-09 22:44:00
Onion Rings,4,2024-01-10 01:30:00
  Salmon  ,1,2024-01-10 03:51:00
  Salmon  ,1,2024-01-10 02:13:00
  Salmon  ,1,2024-01-10 03:43:00
Hummus Plate,2,2024-01-10 03:55:00
Margherita Pizza,3,2024-01-10 03:33:00
Caesar Salad,1,2024-01-09 23:45:00
Hummus Plate,1,2024-01-09 22:58:00
  Salmon  ,1,2024-01-10 02:03:00
Daily Special,3,2024-01-10 04:57:00
Soup of the Day,1,2024-01-10 00:36:00
Sparkling Water,1,2024-01-10 01:10:00
Veggie Burger,2,2024-01-09 22:33:00
Tea,3,2024-01-09 23:43:00
Soup of the Day,2,2024-01-09 21:37:00
Hummus Plate,2,2024-01-10 00:57:00
  Salmon  ,1,2024-01-10 00:51:00
Soup of the Day,2,2024-01-09 20:08:00
Apple Pie,2,2024-01-10 00:29:00
Apple Pie,4,2024-01-10 20:29:00
Margherita Pizza,1,2024-01-11 02:19:00
  Salmon  ,1,2024-01-11 03:25:00
Margherita Pizza,1,2024-01-10 22:00:00
Hummus Plate,1,2024-01-11 03:37:00
Unknown Item 10,3,2024-01-10 20:27:00
Unknown Item 6,1,2024-01-10 22:04:00
Cheesecake,1,2024-01-11 01:03:00
Unknown Item 12,1,invalid_date
Soup of the Day,1,2024-01-11 06:30:00
Hummus Plate,1,2024-01-10 19:26:00
  Salmon  ,1,2024-01-10 21:08:00
French Fries,1,2024-01-11 03:46:00
  Salmon  ,2,2024-01-11 02:26:00
Soup of the Days,2,2024-01-10 22:57:00
Onion Rings,1,2024-01-10 22:55:00
Unknown Item 17,4,2024-01-11 04:24:00
Unknown Item 14,2,2024-01-10 22:43:00
Soup of the Day,2,2024-01-11 05:55:00
Apple Juice,1,invalid_date
Unknown Item 3,1,2024-01-11 04:07:00
Mashed Potatoes,1,2024-01-10 21:34:00
Chicken Wings,1,2024-01-10 22:08:00
Caesar Salad,1,2024-01-11 03:14:00
Unknown Item 10,3,2024-01-11 04:48:00
Soup of the Day,1,2024-01-10 19:19:00
  Salmon  ,1,2024-01-10 23:46:00
Unknown Item 15,2,2024-01-11 01:34:00
Daily Special,1,2024-01-10 22:14:00
Sparkling Water,2,invalid_date
Tea,2,2024-01-10 21:12:00
Caesar Salad,2,2024-01-11 04:46:00
  Salmon  ,4,2024-01-11 03:02:00
Apple Juice,1,2024-01-11 03:26:00
Caesar Salad,2,2024-01-11 02:59:00
Coca Cola,3,invalid_date
Chicken Burger,2,2024-01-10 21:04:00
Veggie Burger,1,2024-01-10 21:02:00
Soup of the Day,3,2024-01-10 23:43:00
Unknown Item 7,1,2024-01-11 03:03:00
